ID,Name,URL,Size,GC,rRNA,tRNA,gene,Goodness_Level,Region,Next_url,Final_url
182,Elodea canadensis,http://www.ncbi.nlm.nih.gov/genome/14995?genome_assembly_id=45052,156.7,37,8,37,130,1,N. America,http://www.ncbi.nlm.nih.gov/nuccore/374094575?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=374094575&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
183,Encephalartos lehmannii,http://www.ncbi.nlm.nih.gov/genome/38844?genome_assembly_id=235374,165.822,39.9,8,39,135,1,Subsaharan Africa,http://www.ncbi.nlm.nih.gov/nuccore/860539959?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=860539959&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
184,Ephedra equisetina,http://www.ncbi.nlm.nih.gov/genome/8857?genome_assembly_id=38444,109.518,36.64,8,37,120,3,,,
185,Epifagus virginiana,http://www.ncbi.nlm.nih.gov/genome/7369?genome_assembly_id=37478,70.028,36,8,23,71,1,N. America,http://www.ncbi.nlm.nih.gov/nuccore/336917?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=336917&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
186,Epipremnum aureum,http://www.ncbi.nlm.nih.gov/genome/40456?genome_assembly_id=249631,164.831,35.78,8,37,131,3,,,
187,Equisetum arvense,http://www.ncbi.nlm.nih.gov/genome/10756?genome_assembly_id=39667,133.309,33.36,8,38,132,3,,,
188,Equisetum hyemale,http://www.ncbi.nlm.nih.gov/genome/11599?genome_assembly_id=40136,131.76,33.74,8,38,132,3,,,
189,Erodium absinthoides,http://www.ncbi.nlm.nih.gov/genome/37110?genome_assembly_id=229842,162.618,43.29,10,41,144,1,Levant,http://www.ncbi.nlm.nih.gov/nuccore/640774537?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=640774537&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
190,Erodium carvifolium,http://www.ncbi.nlm.nih.gov/genome/9700?genome_assembly_id=39059,116.935,38.96,4,32,113,1,Western Europe,http://www.ncbi.nlm.nih.gov/nuccore/316926273?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=316926273&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
191,Erodium chrysanthum,http://www.ncbi.nlm.nih.gov/genome/14930?genome_assembly_id=231455,168.946,43.2,8,44,153,3,Levant,,
192,Erycina pusilla,http://www.ncbi.nlm.nih.gov/genome/14435?genome_assembly_id=206937,143.164,36.65,8,37,125,2,C. America and Mexico,,
193,Eucalyptus aromaphloia,http://www.ncbi.nlm.nih.gov/genome/22856?genome_assembly_id=47470,160.149,36.86,8,37,135,0,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567852?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567852&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
194,Eucalyptus baxteri,http://www.ncbi.nlm.nih.gov/genome/22874?genome_assembly_id=47488,160.032,36.82,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566476?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566476&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
195,Eucalyptus camaldulensis,http://www.ncbi.nlm.nih.gov/genome/12405?genome_assembly_id=206908,160.164,36.87,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442568024?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442568024&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
196,Eucalyptus cladocalyx,http://www.ncbi.nlm.nih.gov/genome/22860?genome_assembly_id=47474,160.213,36.86,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567594?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567594&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
197,Eucalyptus cloeziana,http://www.ncbi.nlm.nih.gov/genome/22868?genome_assembly_id=47482,160.015,36.83,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566992?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566992&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
198,Eucalyptus curtisii,http://www.ncbi.nlm.nih.gov/genome/22861?genome_assembly_id=47475,160.038,36.98,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567250?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567250&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
199,Eucalyptus deglupta,http://www.ncbi.nlm.nih.gov/genome/22876?genome_assembly_id=47490,160.177,36.87,8,37,135,3,,,
200,Eucalyptus delegatensis,http://www.ncbi.nlm.nih.gov/genome/22855?genome_assembly_id=47469,159.724,36.87,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566304?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566304&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
201,Eucalyptus diversicolor,http://www.ncbi.nlm.nih.gov/genome/22880?genome_assembly_id=47494,160.214,36.84,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442568368?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442568368&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
202,Eucalyptus diversifolia,http://www.ncbi.nlm.nih.gov/genome/22857?genome_assembly_id=47471,159.954,36.83,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566562?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566562&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
203,Eucalyptus elata,http://www.ncbi.nlm.nih.gov/genome/22853?genome_assembly_id=47467,159.899,36.85,8,37,135,0,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566734?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566734&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
204,Eucalyptus erythrocorys,http://www.ncbi.nlm.nih.gov/genome/22883?genome_assembly_id=47497,159.742,36.87,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442568712?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442568712&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
205,Eucalyptus globulus subsp. globulus,http://www.ncbi.nlm.nih.gov/genome/213?genome_assembly_id=28560,160.286,36.86,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/60460788?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=60460788&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
206,Eucalyptus grandis,http://www.ncbi.nlm.nih.gov/genome/2181?genome_assembly_id=58726,160.137,36.89,8,36,128,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/701237244?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=701237244&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
207,Eucalyptus guilfoylei,http://www.ncbi.nlm.nih.gov/genome/22875?genome_assembly_id=47489,160.52,36.85,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442568626?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442568626&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
208,Eucalyptus marginata,http://www.ncbi.nlm.nih.gov/genome/22872?genome_assembly_id=47486,160.076,36.84,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567164?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567164&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
209,Eucalyptus melliodora,http://www.ncbi.nlm.nih.gov/genome/23986?genome_assembly_id=47483,160.386,36.84,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567422?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567422&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
210,Eucalyptus microcorys,http://www.ncbi.nlm.nih.gov/genome/22870?genome_assembly_id=47484,160.225,36.83,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442568540?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442568540&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
211,Eucalyptus nitens,http://www.ncbi.nlm.nih.gov/genome/11159?genome_assembly_id=39979,160.271,36.86,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567766?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567766&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
212,Eucalyptus obliqua,http://www.ncbi.nlm.nih.gov/genome/22864?genome_assembly_id=47478,159.527,36.9,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566132?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566132&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
213,Eucalyptus patens,http://www.ncbi.nlm.nih.gov/genome/22859?genome_assembly_id=47473,160.187,36.82,8,37,135,0,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567078?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567078&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
214,Eucalyptus polybractea,http://www.ncbi.nlm.nih.gov/genome/22866?genome_assembly_id=47480,160.268,36.85,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567508?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567508&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
215,Eucalyptus radiata,http://www.ncbi.nlm.nih.gov/genome/22858?genome_assembly_id=47472,159.529,36.9,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566218?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566218&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
216,Eucalyptus regnans,http://www.ncbi.nlm.nih.gov/genome/22850?genome_assembly_id=47464,160.031,36.82,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566820?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566820&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
217,Eucalyptus saligna,http://www.ncbi.nlm.nih.gov/genome/22852?genome_assembly_id=47466,160.015,36.85,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442567938?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442567938&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
218,Eucalyptus salmonophloia,http://www.ncbi.nlm.nih.gov/genome/22871?genome_assembly_id=47485,160.413,36.83,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442568454?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442568454&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
219,Eucalyptus sieberi,http://www.ncbi.nlm.nih.gov/genome/22851?genome_assembly_id=47465,159.985,36.83,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566648?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566648&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
220,Eucalyptus spathulata,http://www.ncbi.nlm.nih.gov/genome/22854?genome_assembly_id=47468,161.071,36.83,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442568196?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442568196&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
221,Eucalyptus torquata,http://www.ncbi.nlm.nih.gov/genome/22884?genome_assembly_id=47498,160.223,36.86,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442568282?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442568282&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
222,Eucalyptus umbra,http://www.ncbi.nlm.nih.gov/genome/22849?genome_assembly_id=47463,159.576,36.84,8,37,135,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566906?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566906&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
223,Eucalyptus verrucata,http://www.ncbi.nlm.nih.gov/genome/22879?genome_assembly_id=47493,160.109,36.8,8,37,135,0,Australia,http://www.ncbi.nlm.nih.gov/nuccore/442566390?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=442566390&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
224,Euonymus japonicus,http://www.ncbi.nlm.nih.gov/genome/40737?genome_assembly_id=250086,157.637,37.26,8,37,130,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/817161721?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=817161721&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
225,Eutrema salsugineum,http://www.ncbi.nlm.nih.gov/genome/12266?genome_assembly_id=255611,153.407,36.34,8,30,125,4,,,
226,Fagopyrum esculentum subsp. ancestrale,http://www.ncbi.nlm.nih.gov/genome/10760?genome_assembly_id=39671,159.599,37.98,8,37,131,3,,,
227,Fagopyrum tataricum Daegwan3-3,http://www.ncbi.nlm.nih.gov/genome/38383?genome_assembly_id=232218,159.272,37.88,8,38,129,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/723430217?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=723430217&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
228,Fargesia nitida,http://www.ncbi.nlm.nih.gov/genome/33778?genome_assembly_id=206639,139.535,38.9,8,39,130,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/407030313?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=407030313&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
229,Fargesia spathacea,http://www.ncbi.nlm.nih.gov/genome/33777?genome_assembly_id=206638,139.767,38.88,8,39,130,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/407030397?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=407030397&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
230,Fargesia yunnanensis,http://www.ncbi.nlm.nih.gov/genome/33747?genome_assembly_id=206608,139.609,38.9,8,39,130,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/407030481?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=407030481&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
231,Fatsia japonica,http://www.ncbi.nlm.nih.gov/genome/39813?genome_assembly_id=244840,155.613,37.91,8,37,134,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/902816239?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=902816239&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
232,Festuca arundinacea,http://www.ncbi.nlm.nih.gov/genome/8793?genome_assembly_id=38388,136.048,38.39,8,38,126,2,Western Europe,,
233,Ficus racemosa,http://www.ncbi.nlm.nih.gov/genome/40991?genome_assembly_id=256208,159.473,35.94,8,27,119,3,,,
234,Fragaria chiloensis,http://www.ncbi.nlm.nih.gov/genome/15627?genome_assembly_id=45540,155.603,37.22,8,37,130,3,,,
235,Fragaria vesca subsp. bracteata,http://www.ncbi.nlm.nih.gov/genome/3314?genome_assembly_id=206849,129.788,36.15,4,30,111,3,,,
236,Fragaria vesca subsp. vesca,http://www.ncbi.nlm.nih.gov/genome/3314?genome_assembly_id=34435,155.691,37.21,8,37,130,3,,,
237,Fragaria virginiana,http://www.ncbi.nlm.nih.gov/genome/15628?genome_assembly_id=45541,155.621,37.23,8,37,130,1,N. America,http://www.ncbi.nlm.nih.gov/nuccore/363989834?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=363989834&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
238,Fritillaria cirrhosa,http://www.ncbi.nlm.nih.gov/genome/33791?genome_assembly_id=206652,151.991,36.95,8,38,136,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/576597503?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=576597503&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
239,Fritillaria hupehensis,http://www.ncbi.nlm.nih.gov/genome/33789?genome_assembly_id=206650,152.145,36.97,8,38,133,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/665512989?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=665512989&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
240,Fritillaria taipaiensis,http://www.ncbi.nlm.nih.gov/genome/24028?genome_assembly_id=49554,151.693,36.97,8,38,132,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/474452172?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=474452172&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
241,Gaoligongshania megalothyrsa,http://www.ncbi.nlm.nih.gov/genome/33781?genome_assembly_id=206642,140.064,38.91,8,39,130,0,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/407030565?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=407030565&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
242,Gelidocalamus tessellatus,http://www.ncbi.nlm.nih.gov/genome/33753?genome_assembly_id=206614,139.712,38.89,8,39,130,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/407030649?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=407030649&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
243,Genlisea margaretae,http://www.ncbi.nlm.nih.gov/genome/34686?genome_assembly_id=213301,141.255,38.34,8,36,106,1,Subsaharan Africa,http://www.ncbi.nlm.nih.gov/nuccore/702068505?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=702068505&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
244,Gentiana crassicaulis,http://www.ncbi.nlm.nih.gov/genome/38795?genome_assembly_id=235325,148.776,37.72,8,37,134,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/659105120?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=659105120&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
245,Gentiana straminea,http://www.ncbi.nlm.nih.gov/genome/38862?genome_assembly_id=235392,148.991,37.69,8,37,134,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/658157530?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=658157530&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
246,Ginkgo biloba,http://www.ncbi.nlm.nih.gov/genome/12840?genome_assembly_id=40830,156.988,39.56,7,40,131,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/372862906?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=372862906&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
247,Glycine canescens,http://www.ncbi.nlm.nih.gov/genome/21524?genome_assembly_id=47240,152.518,35.33,8,37,127,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/514253126?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=514253126&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
248,Glycine cyrtoloba,http://www.ncbi.nlm.nih.gov/genome/21522?genome_assembly_id=47238,152.381,35.31,8,37,127,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/514252878?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=514252878&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
249,Glycine dolichocarpa,http://www.ncbi.nlm.nih.gov/genome/18371?genome_assembly_id=47146,152.804,35.31,8,37,127,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/514253209?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=514253209&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
250,Glycine falcata,http://www.ncbi.nlm.nih.gov/genome/21523?genome_assembly_id=47239,153.023,35.33,8,37,127,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/514253292?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=514253292&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
251,Glycine max,http://www.ncbi.nlm.nih.gov/genome/5?genome_assembly_id=49165,152.218,35.37,8,37,128,2,East Asia,,
252,Glycine soja,http://www.ncbi.nlm.nih.gov/genome/13239?genome_assembly_id=206920,152.217,35.38,8,38,131,1,East Asia,http://www.ncbi.nlm.nih.gov/nuccore/557469708?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=557469708&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
253,Glycine stenophita,http://www.ncbi.nlm.nih.gov/genome/21519?genome_assembly_id=47235,152.618,35.32,8,37,127,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/514253043?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=514253043&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
254,Glycine syndetika,http://www.ncbi.nlm.nih.gov/genome/21520?genome_assembly_id=47236,152.783,35.32,8,37,127,1,Australia,http://www.ncbi.nlm.nih.gov/nuccore/514253375?report=fasta,http://www.ncbi.nlm.nih.gov/sviewer/viewer.fcgi?val=514253375&db=nuccore&dopt=fasta&extrafeat=0&fmt_mask=0&maxplex=1&sendto=t&withmarkup=on&log$=seqview&maxdownloadsize=1000000
255,Glycine tomentella,http://www.ncbi.nlm.nih.gov/genome/18364?genome_assembly_id=47140,152.728,35.33,8,37,127,3,,,
256,Glycyrrhiza glabra,http://www.ncbi.nlm.nih.gov/genome/31808?genome_assembly_id=57078,127.943,34.24,4,30,110,3,,,
